drug,side_effect,label,query
ioxilan,hypotonia,1,Is hypotonia an adverse effect of ioxilan?
ioxilan,decreased appetite,1,Is decreased appetite an adverse effect of ioxilan?
ioxilan,urticaria,1,Is urticaria an adverse effect of ioxilan?
ioxilan,rhinitis,1,Is rhinitis an adverse effect of ioxilan?
ioxilan,dermatitis,1,Is dermatitis an adverse effect of ioxilan?
ioxilan,nausea,1,Is nausea an adverse effect of ioxilan?
ioxilan,asthenia,1,Is asthenia an adverse effect of ioxilan?
ioxilan,gastrointestinal haemorrhage,1,Is gastrointestinal haemorrhage an adverse effect of ioxilan?
ioxilan,constipation,1,Is constipation an adverse effect of ioxilan?
ioxilan,fontanelle bulging,0,Is fontanelle bulging an adverse effect of ioxilan?
ioxilan,factor xi deficiency,0,Is factor xi deficiency an adverse effect of ioxilan?
ioxilan,corneal degeneration,0,Is corneal degeneration an adverse effect of ioxilan?
ioxilan,moaning,0,Is moaning an adverse effect of ioxilan?
ioxilan,prostate infection,0,Is prostate infection an adverse effect of ioxilan?
ioxilan,clavicle fracture,0,Is clavicle fracture an adverse effect of ioxilan?
ioxilan,pseudo-bartter syndrome,0,Is pseudo-bartter syndrome an adverse effect of ioxilan?
ioxilan,eye pruritus,0,Is eye pruritus an adverse effect of ioxilan?
ioxilan,helicobacter infection,0,Is helicobacter infection an adverse effect of ioxilan?
ioxilan,lip ulceration,0,Is lip ulceration an adverse effect of ioxilan?
latanoprost,chest pain,1,Is chest pain an adverse effect of latanoprost?
latanoprost,eye irritation,1,Is eye irritation an adverse effect of latanoprost?
latanoprost,retinal detachment,1,Is retinal detachment an adverse effect of latanoprost?
latanoprost,rash,1,Is rash an adverse effect of latanoprost?
latanoprost,sensation of foreign body,1,Is sensation of foreign body an adverse effect of latanoprost?
latanoprost,pain,1,Is pain an adverse effect of latanoprost?
latanoprost,diplopia,1,Is diplopia an adverse effect of latanoprost?
latanoprost,keratitis,1,Is keratitis an adverse effect of latanoprost?
latanoprost,iris hyperpigmentation,1,Is iris hyperpigmentation an adverse effect of latanoprost?
latanoprost,conjunctivitis,1,Is conjunctivitis an adverse effect of latanoprost?
latanoprost,application site oedema,0,Is application site oedema an adverse effect of latanoprost?
latanoprost,anastomotic ulcer,0,Is anastomotic ulcer an adverse effect of latanoprost?
latanoprost,lung infection,0,Is lung infection an adverse effect of latanoprost?
latanoprost,proctitis ulcerative,0,Is proctitis ulcerative an adverse effect of latanoprost?
latanoprost,medication overuse headache,0,Is medication overuse headache an adverse effect of latanoprost?
latanoprost,accident,0,Is accident an adverse effect of latanoprost?
latanoprost,clonus,0,Is clonus an adverse effect of latanoprost?
latanoprost,spinal cord haemorrhage,0,Is spinal cord haemorrhage an adverse effect of latanoprost?
latanoprost,paraesthesia oral,0,Is paraesthesia oral an adverse effect of latanoprost?
latanoprost,type 1 diabetes mellitus,0,Is type 1 diabetes mellitus an adverse effect of latanoprost?
nitazoxanide,syncope,1,Is syncope an adverse effect of nitazoxanide?
nitazoxanide,pharyngitis,1,Is pharyngitis an adverse effect of nitazoxanide?
nitazoxanide,renal pain,1,Is renal pain an adverse effect of nitazoxanide?
nitazoxanide,asthenia,1,Is asthenia an adverse effect of nitazoxanide?
nitazoxanide,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of nitazoxanide?
nitazoxanide,influenza,1,Is influenza an adverse effect of nitazoxanide?
nitazoxanide,tremor,1,Is tremor an adverse effect of nitazoxanide?
nitazoxanide,amenorrhoea,1,Is amenorrhoea an adverse effect of nitazoxanide?
nitazoxanide,dry mouth,1,Is dry mouth an adverse effect of nitazoxanide?
nitazoxanide,vomiting,1,Is vomiting an adverse effect of nitazoxanide?
nitazoxanide,gastroenteritis,0,Is gastroenteritis an adverse effect of nitazoxanide?
nitazoxanide,complication of device insertion,0,Is complication of device insertion an adverse effect of nitazoxanide?
nitazoxanide,haemorrhagic disorder,0,Is haemorrhagic disorder an adverse effect of nitazoxanide?
nitazoxanide,epicondylitis,0,Is epicondylitis an adverse effect of nitazoxanide?
nitazoxanide,dermatitis psoriasiform,0,Is dermatitis psoriasiform an adverse effect of nitazoxanide?
nitazoxanide,obliterative bronchiolitis,0,Is obliterative bronchiolitis an adverse effect of nitazoxanide?
nitazoxanide,musculoskeletal disorder,0,Is musculoskeletal disorder an adverse effect of nitazoxanide?
nitazoxanide,mean cell volume increased,0,Is mean cell volume increased an adverse effect of nitazoxanide?
nitazoxanide,premature menopause,0,Is premature menopause an adverse effect of nitazoxanide?
nitazoxanide,dystrophic calcification,0,Is dystrophic calcification an adverse effect of nitazoxanide?
rasburicase,arthralgia,1,Is arthralgia an adverse effect of rasburicase?
rasburicase,hyperphosphataemia,1,Is hyperphosphataemia an adverse effect of rasburicase?
rasburicase,alanine aminotransferase increased,1,Is alanine aminotransferase increased an adverse effect of rasburicase?
rasburicase,cough,1,Is cough an adverse effect of rasburicase?
rasburicase,thrombocytopenia,1,Is thrombocytopenia an adverse effect of rasburicase?
rasburicase,fluid overload,1,Is fluid overload an adverse effect of rasburicase?
rasburicase,laryngeal pain,1,Is laryngeal pain an adverse effect of rasburicase?
rasburicase,anaphylactic shock,1,Is anaphylactic shock an adverse effect of rasburicase?
rasburicase,methaemoglobinaemia,1,Is methaemoglobinaemia an adverse effect of rasburicase?
rasburicase,abdominal pain,1,Is abdominal pain an adverse effect of rasburicase?
rasburicase,hypermethioninaemia,0,Is hypermethioninaemia an adverse effect of rasburicase?
rasburicase,ketosis,0,Is ketosis an adverse effect of rasburicase?
rasburicase,extrasystoles,0,Is extrasystoles an adverse effect of rasburicase?
rasburicase,haemothorax,0,Is haemothorax an adverse effect of rasburicase?
rasburicase,uveitis,0,Is uveitis an adverse effect of rasburicase?
rasburicase,blood test abnormal,0,Is blood test abnormal an adverse effect of rasburicase?
rasburicase,skin hyperpigmentation,0,Is skin hyperpigmentation an adverse effect of rasburicase?
rasburicase,white matter lesion,0,Is white matter lesion an adverse effect of rasburicase?
rasburicase,stereotypy,0,Is stereotypy an adverse effect of rasburicase?
rasburicase,dermatophytosis,0,Is dermatophytosis an adverse effect of rasburicase?
bezafibrate,photosensitivity reaction,1,Is photosensitivity reaction an adverse effect of bezafibrate?
bezafibrate,tenosynovitis,1,Is tenosynovitis an adverse effect of bezafibrate?
bezafibrate,muscle spasms,1,Is muscle spasms an adverse effect of bezafibrate?
bezafibrate,renal failure acute,1,Is renal failure acute an adverse effect of bezafibrate?
bezafibrate,thrombocytopenia,1,Is thrombocytopenia an adverse effect of bezafibrate?
bezafibrate,rash,1,Is rash an adverse effect of bezafibrate?
bezafibrate,acute coronary syndrome,1,Is acute coronary syndrome an adverse effect of bezafibrate?
bezafibrate,liver function test abnormal,1,Is liver function test abnormal an adverse effect of bezafibrate?
bezafibrate,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of bezafibrate?
bezafibrate,urticaria,1,Is urticaria an adverse effect of bezafibrate?
bezafibrate,cystitis,0,Is cystitis an adverse effect of bezafibrate?
bezafibrate,blood glucose increased,0,Is blood glucose increased an adverse effect of bezafibrate?
bezafibrate,vaginal inflammation,0,Is vaginal inflammation an adverse effect of bezafibrate?
bezafibrate,breast pain,0,Is breast pain an adverse effect of bezafibrate?
bezafibrate,blood calcium decreased,0,Is blood calcium decreased an adverse effect of bezafibrate?
bezafibrate,parosmia,0,Is parosmia an adverse effect of bezafibrate?
bezafibrate,conversion disorder,0,Is conversion disorder an adverse effect of bezafibrate?
bezafibrate,diastolic dysfunction,0,Is diastolic dysfunction an adverse effect of bezafibrate?
bezafibrate,arteriosclerosis coronary artery,0,Is arteriosclerosis coronary artery an adverse effect of bezafibrate?
bezafibrate,uterine hypotonus,0,Is uterine hypotonus an adverse effect of bezafibrate?
clodronate,abdominal pain,1,Is abdominal pain an adverse effect of clodronate?
clodronate,cardiac failure,1,Is cardiac failure an adverse effect of clodronate?
clodronate,hypocalcaemia,1,Is hypocalcaemia an adverse effect of clodronate?
clodronate,infection,1,Is infection an adverse effect of clodronate?
clodronate,urethral disorder,1,Is urethral disorder an adverse effect of clodronate?
clodronate,hyperphosphataemia,1,Is hyperphosphataemia an adverse effect of clodronate?
clodronate,blood creatinine increased,1,Is blood creatinine increased an adverse effect of clodronate?
clodronate,angioedema,1,Is angioedema an adverse effect of clodronate?
clodronate,acute leukaemia,1,Is acute leukaemia an adverse effect of clodronate?
clodronate,dyspepsia,1,Is dyspepsia an adverse effect of clodronate?
clodronate,prostatomegaly,0,Is prostatomegaly an adverse effect of clodronate?
clodronate,hyposthenuria,0,Is hyposthenuria an adverse effect of clodronate?
clodronate,injection site haematoma,0,Is injection site haematoma an adverse effect of clodronate?
clodronate,intervertebral disc protrusion,0,Is intervertebral disc protrusion an adverse effect of clodronate?
clodronate,endometriosis,0,Is endometriosis an adverse effect of clodronate?
clodronate,diabetes mellitus,0,Is diabetes mellitus an adverse effect of clodronate?
clodronate,back injury,0,Is back injury an adverse effect of clodronate?
clodronate,blood parathyroid hormone increased,0,Is blood parathyroid hormone increased an adverse effect of clodronate?
clodronate,limb discomfort,0,Is limb discomfort an adverse effect of clodronate?
clodronate,peliosis hepatis,0,Is peliosis hepatis an adverse effect of clodronate?
dofetilide,cerebral ischaemia,1,Is cerebral ischaemia an adverse effect of dofetilide?
dofetilide,paraesthesia,1,Is paraesthesia an adverse effect of dofetilide?
dofetilide,back pain,1,Is back pain an adverse effect of dofetilide?
dofetilide,paralysis flaccid,1,Is paralysis flaccid an adverse effect of dofetilide?
dofetilide,dizziness,1,Is dizziness an adverse effect of dofetilide?
dofetilide,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of dofetilide?
dofetilide,palpitations,1,Is palpitations an adverse effect of dofetilide?
dofetilide,acute coronary syndrome,1,Is acute coronary syndrome an adverse effect of dofetilide?
dofetilide,injury,1,Is injury an adverse effect of dofetilide?
dofetilide,insomnia,1,Is insomnia an adverse effect of dofetilide?
dofetilide,eye disorder,0,Is eye disorder an adverse effect of dofetilide?
dofetilide,hypophosphataemia,0,Is hypophosphataemia an adverse effect of dofetilide?
dofetilide,oral neoplasm benign,0,Is oral neoplasm benign an adverse effect of dofetilide?
dofetilide,blood parathyroid hormone increased,0,Is blood parathyroid hormone increased an adverse effect of dofetilide?
dofetilide,ear disorder,0,Is ear disorder an adverse effect of dofetilide?
dofetilide,synovial cyst,0,Is synovial cyst an adverse effect of dofetilide?
dofetilide,dyshidrotic eczema,0,Is dyshidrotic eczema an adverse effect of dofetilide?
dofetilide,vitiligo,0,Is vitiligo an adverse effect of dofetilide?
dofetilide,pallor,0,Is pallor an adverse effect of dofetilide?
dofetilide,fibrocystic breast disease,0,Is fibrocystic breast disease an adverse effect of dofetilide?
erythromycin,convulsion,1,Is convulsion an adverse effect of erythromycin?
erythromycin,injury,1,Is injury an adverse effect of erythromycin?
erythromycin,eye irritation,1,Is eye irritation an adverse effect of erythromycin?
erythromycin,urticaria,1,Is urticaria an adverse effect of erythromycin?
erythromycin,pain of skin,1,Is pain of skin an adverse effect of erythromycin?
erythromycin,hearing impaired,1,Is hearing impaired an adverse effect of erythromycin?
erythromycin,dysgeusia,1,Is dysgeusia an adverse effect of erythromycin?
erythromycin,electrocardiogram qt prolonged,1,Is electrocardiogram qt prolonged an adverse effect of erythromycin?
erythromycin,irritability,1,Is irritability an adverse effect of erythromycin?
erythromycin,palpitations,1,Is palpitations an adverse effect of erythromycin?
erythromycin,anorectal discomfort,0,Is anorectal discomfort an adverse effect of erythromycin?
erythromycin,ventricular dysfunction,0,Is ventricular dysfunction an adverse effect of erythromycin?
erythromycin,injection site warmth,0,Is injection site warmth an adverse effect of erythromycin?
erythromycin,thyroiditis,0,Is thyroiditis an adverse effect of erythromycin?
erythromycin,logorrhoea,0,Is logorrhoea an adverse effect of erythromycin?
erythromycin,pituitary haemorrhage,0,Is pituitary haemorrhage an adverse effect of erythromycin?
erythromycin,angioimmunoblastic t-cell lymphoma,0,Is angioimmunoblastic t-cell lymphoma an adverse effect of erythromycin?
erythromycin,meningitis chemical,0,Is meningitis chemical an adverse effect of erythromycin?
erythromycin,anticholinergic syndrome,0,Is anticholinergic syndrome an adverse effect of erythromycin?
erythromycin,injection site exfoliation,0,Is injection site exfoliation an adverse effect of erythromycin?
fusidic,eye disorder,1,Is eye disorder an adverse effect of fusidic?
fusidic,agranulocytosis,1,Is agranulocytosis an adverse effect of fusidic?
fusidic,eye pain,1,Is eye pain an adverse effect of fusidic?
fusidic,renal failure acute,1,Is renal failure acute an adverse effect of fusidic?
fusidic,lacrimation increased,1,Is lacrimation increased an adverse effect of fusidic?
fusidic,jaundice,1,Is jaundice an adverse effect of fusidic?
fusidic,dermatitis,1,Is dermatitis an adverse effect of fusidic?
fusidic,pancytopenia,1,Is pancytopenia an adverse effect of fusidic?
fusidic,pruritus,1,Is pruritus an adverse effect of fusidic?
fusidic,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of fusidic?
fusidic,cervical discharge,0,Is cervical discharge an adverse effect of fusidic?
