query,query_type,drug,severity_filter,ground_truth,num_results
Show moderate reactions to propoxyphene,severity_filtered,propoxyphene,moderate,"['hypersensitivity', 'vomiting', 'hypotension', 'drug interaction', 'shock', 'dysphoria', 'psychotic disorder', 'mediastinal disorder', 'hepatobiliary disease', 'euphoric mood', 'immune system disorder', 'drowsiness', 'gastrointestinal haemorrhage', 'confusional state', 'dermatitis', 'cardiac disorder', 'lightheadedness', 'agitation', 'loss of consciousness', 'pulmonary function test decreased', 'hepatic steatosis', 'asthenia', 'respiratory depression', 'somnolence', 'jaundice', 'drug ineffective', 'digestion impaired', 'eye swelling', 'abnormal behaviour', 'hepatic function abnormal', 'excitement', 'dyspepsia', 'ataxia', 'eye disorder', 'cardio-respiratory arrest', 'dyspnoea', 'feeling abnormal', 'discomfort', 'malnutrition', 'acute coronary syndrome', 'gastrointestinal disorder', 'syncope', 'drug withdrawal syndrome', 'myopathy', 'hepatocellular injury', 'respiratory arrest', 'metabolic acidosis', 'hepatomegaly', 'hip fracture', 'drug tolerance', 'hallucination', 'jaundice cholestatic', 'liver injury', 'gastrointestinal pain', 'liver function test abnormal', 'vision blurred', 'convulsion', 'visual disturbance', 'completed suicide', 'diarrhoea', 'cardiac failure congestive', 'nervous system disorder', 'abdominal pain', 'arrhythmia', 'visual impairment']",65
Find all mild moderate toxicities of propoxyphene,severity_filtered,propoxyphene,mild_moderate,"['bradycardia', 'tachycardia']",2
What mild side effects does propoxyphene cause?,severity_filtered,propoxyphene,mild,"['dizziness', 'headache', 'constipation', 'rash', 'nausea', 'insomnia']",6
Show life threatening reactions to anastrozole,severity_filtered,anastrozole,life_threatening,"['anaphylactic shock', 'anaphylactoid reaction', 'stevens-johnson syndrome']",3
Show severe reactions to anastrozole,severity_filtered,anastrozole,severe,['myocardial infarction'],1
List moderate severe adverse events of anastrozole,severity_filtered,anastrozole,moderate_severe,['hepatotoxicity'],1
What moderate side effects does anastrozole cause?,severity_filtered,anastrozole,moderate,"['hypersensitivity', 'cerebral infarction', 'menopausal symptoms', 'oestrogenic effect', 'oedema peripheral', 'depression', 'cyst', 'dermatitis', 'musculoskeletal discomfort', 'carpal tunnel syndrome', 'pulmonary embolism', 'swelling', 'embolism', 'weight increased', 'anorexia', 'jaundice', 'angioedema', 'dyspnoea', 'sweating', 'influenza like illness', 'cataract specified', 'hypertension', 'gastrointestinal disorder', 'acute coronary syndrome', 'dysgeusia', 'hepatitis toxic', 'vulvovaginal dryness', 'vaginal haemorrhage', 'sweating increased', 'aspartate aminotransferase increased', 'nervousness', 'neuropathy', 'low density lipoprotein increased', 'cardiovascular disorder', 'ill-defined disorder', 'liver function test abnormal', 'gastrointestinal pain', 'leukorrhea', 'embolism venous', 'bone pain', 'endometrial cancer', 'cataract', 'vasodilation procedure', 'henoch-schonlein purpura', 'hepatobiliary disease', 'body temperature increased', 'lethargy', 'thrombosis', 'confusional state', 'ageusia', 'musculoskeletal stiffness', 'erythema', 'asthenia', 'digestion impaired', 'musculoskeletal disorder', 'arthralgia', 'dyspepsia', 'hepatitis', 'trigger finger', 'mood alteration nos', 'blister', 'sinusitis', 'mood swings', 'menopause', 'haemoglobin', 'rhinitis', 'hip fracture', 'leukopenia', 'angina pectoris', 'pain', 'myalgia', 'lymphoedema', 'joint stiffness', 'hepatic pain', 'thromboembolism', 'thrombophlebitis', 'thromboembolic event', 'infection', 'weight decreased', 'cough', 'dysphagia', 'influenza', 'neck pain', 'urinary tract infection', 'anxiety', 'somnolence', 'breast pain', 'breast neoplasm', 'paraesthesia', 'ulcer', 'cerebral ischaemia', 'arthropathy', 'arthritis', 'gamma-glutamyltransferase increased', 'high density lipoprotein decreased', 'vasodilation', 'neuropathy peripheral', 'decreased appetite', 'haemorrhage', 'vaginal dryness', 'stiffness', 'chest pain', 'fracture', 'vaginal discharge', 'osteoporosis', 'emotional distress', 'tension', 'alopecia', 'hypertonia', 'neoplasm malignant', 'cough increased', 'blood alkaline phosphatase increased', 'vomiting', 'vulvovaginitis', 'myocardial ischaemia', 'increased appetite', 'alanine aminotransferase increased', 'cerebrovascular accident', 'cholesterol serum elevated', 'erythema multiforme', 'pelvic pain', 'osteoarthritis', 'hyperhidrosis', 'oedema', 'neoplasm', 'phosphatase alkaline increased', 'urticaria', 'retinal vein thrombosis', 'lipid metabolism disorder', 'coronary artery disease', 'anaemia', 'pharyngitis', 'hypercholesterolaemia', 'cutaneous vasculitis', 'blood cholesterol increased', 'vaginal infection', 'dermatitis bullous', 'injury', 'vaginal inflammation', 'feeling abnormal', 'influenza-like symptoms', 'hepatitis acute', 'discomfort', 'hot flush', 'accidental injury', 'osteoporotic fracture', 'hypercalcaemia', 'inflammation', 'tumour flare', 'raised liver function tests', 'back pain', 'breast tenderness', 'bronchitis', 'malaise', 'diarrhoea', 'abdominal pain', 'multiple fractures', 'high cholesterol']",158
What mild side effects does anastrozole cause?,severity_filtered,anastrozole,mild,"['dizziness', 'pruritus', 'headache', 'fatigue', 'constipation', 'rash', 'nausea', 'dry mouth', 'insomnia']",9
Show life threatening reactions to etodolac,severity_filtered,etodolac,life_threatening,"['anaphylactic shock', 'stevens-johnson syndrome', 'anaphylactoid reaction', 'toxic epidermal necrolysis', 'coma']",5
Show severe reactions to etodolac,severity_filtered,etodolac,severe,['myocardial infarction'],1
Show moderate severe reactions to etodolac,severity_filtered,etodolac,moderate_severe,['pancreatitis'],1
Show moderate reactions to etodolac,severity_filtered,etodolac,moderate,"['hypersensitivity', 'neutropenia', 'abdominal pain upper', 'hearing impaired', 'vasculitis', 'eructation', 'gastrointestinal haemorrhage', 'gastric ulcer', 'dermatitis', 'meningitis', 'melaena', 'musculoskeletal discomfort', 'loss of consciousness', 'respiratory depression', 'anorexia', 'jaundice', 'blood urea increased', 'angioedema', 'chills', 'dyspnoea', 'sweating', 'hypertension', 'acute coronary syndrome', 'skin exfoliation', 'dysgeusia', 'uterine haemorrhage', 'photosensitivity', 'oliguria', 'nervousness', 'nephritis interstitial', 'oesophagitis', 'dermatitis exfoliative', 'urine output increased', 'jaundice cholestatic', 'ill-defined disorder', 'vision blurred', 'gastrointestinal pain', 'vascular purpura', 'flushing', 'nephrolithiasis', 'visual disturbance', 'leukorrhea', 'pancytopenia', 'gastrointestinal discomfort', 'vertigo', 'glossitis', 'body temperature increased', 'tubulointerstitial nephritis', 'leukocytoclastic vasculitis', 'calculus of kidney', 'confusional state', 'ageusia', 'thrombocytopenia', 'haemolytic anaemia', 'lymphadenopathy', 'asthenia', 'aplastic anaemia', 'palpitations', 'mouth ulceration', 'arthralgia', 'eosinophilia', 'dyspepsia', 'hepatitis', 'pollakiuria', 'skin hyperpigmentation', 'sinusitis', 'haematemesis', 'hyperglycaemia', 'irritability', 'haemoglobin', 'haematuria', 'bronchospasm', 'rhinitis', 'cystitis', 'leukopenia', 'pain', 'myalgia', 'arrhythmia', 'visual impairment', 'bleeding time prolonged', 'intestinal ulcer', 'hypotension', 'sepsis', 'renal impairment', 'ulcerative stomatitis', 'infection', 'bladder pain', 'photophobia', 'colitis', 'duodenitis', 'hepatitis fulminant', 'anxiety', 'tinnitus', 'somnolence', 'stomach ache', 'tremor', 'paraesthesia', 'peptic ulcer', 'ulcer', 'flatulence', 'purpura', 'polyuria', 'abdominal distension', 'kidney function abnormal', 'decreased appetite', 'haemorrhage', 'upper abdominal discomfort', 'abdominal discomfort', 'hepatitis cholestatic', 'lung infiltration', 'epigastric pain', 'vaginal discharge', 'ecchymosis', 'heartburn', 'tension', 'alopecia', 'protein urine present', 'pneumonia', 'vomiting', 'hepatic failure', 'shock', 'renal papillary necrosis', 'cerebrovascular accident', 'cystitis noninfective', 'abnormal faeces', 'photosensitivity reaction', 'erythema multiforme', 'epidermal necrosis', 'stomatitis', 'agranulocytosis', 'hyperhidrosis', 'oedema', 'dysuria', 'urticaria', 'deafness', 'pulmonary function test decreased', 'asthma', 'gastritis', 'hepatic enzyme increased', 'anaemia', 'thirst', 'pharyngitis', 'cutaneous vasculitis', 'rectal haemorrhage', 'oesophageal achalasia', 'dermatitis bullous', 'conjunctivitis', 'hepatic necrosis', 'feeling abnormal', 'discomfort', 'burning sensation', 'syncope', 'hallucination', 'bronchitis', 'malaise', 'convulsion', 'diarrhoea', 'cardiac failure congestive', 'renal failure', 'abdominal pain']",160
List mild moderate adverse events of etodolac,severity_filtered,etodolac,mild_moderate,"['proteinuria', 'tachycardia']",2
List mild adverse events of etodolac,severity_filtered,etodolac,mild,"['dizziness', 'pruritus', 'headache', 'fatigue', 'vesiculobullous rash', 'constipation', 'rash', 'rash maculo-papular', 'rash pustular', 'nausea', 'dry mouth', 'insomnia']",12
Show severe reactions to pilocarpine,severity_filtered,pilocarpine,severe,['myocardial infarction'],1
Find all moderate severe toxicities of pilocarpine,severity_filtered,pilocarpine,moderate_severe,['pancreatitis'],1
List moderate adverse events of pilocarpine,severity_filtered,pilocarpine,moderate,"['hypersensitivity', 'retinal detachment', 'oedema peripheral', 'seborrhoeic dermatitis', 'dry eye', 'keratitis', 'eructation', 'cyst', 'presyncope', 'dermatitis', 'melaena', 'musculoskeletal discomfort', 'loss of consciousness', 'metrorrhagia', 'anorexia', 'macular hole', 'micturition urgency', 'stinging', 'amblyopia', 'hypoaesthesia', 'pulmonary oedema', 'chills', 'visual acuity reduced', 'salivary gland enlargement', 'salivary hypersecretion', 'dyspnoea', 'sweating', 'urethral pain', 'hypertension', 'gastrointestinal disorder', 'acute coronary syndrome', 'dysgeusia', 'platelet disorder', 'vaginal haemorrhage', 'nervousness', 'bronchoconstriction', 'oesophagitis', 'dermatitis exfoliative', 'wbc abnormal nos', 'muscle twitching', 'liver function test abnormal', 'vision blurred', 'gastrointestinal pain', 'retinal disorder', 'neck stiffness', 'flushing', 'body odor', 'nuchal rigidity', 'overactivity', 'blepharospasm', 'affect lability', 'cataract', 'face oedema', 'abnormal vision', 'thinking abnormal', 'aphasia', 'glossitis', 'body temperature increased', 'thrombosis', 'muscle spasms', 'confusional state', 'skin odour abnormal', 'delusion', 'lenticular opacities', 'tooth disorder', 'laryngospasm', 'ageusia', 'agitation', 'musculoskeletal stiffness', 'thrombocytopenia', 'lymphadenopathy', 'asthenia', 'speech disorder', 'palpitations', 'tendon disorder', 'ciliary muscle spasm', 'arthralgia', 'parotid gland enlargement', 'dyspepsia', 'hepatitis', 'pollakiuria', 'abnormal dreams', 'mental disability', 'thrombocytosis', 'sinusitis', 'mood swings', 'ovarian disorder', 'stridor', 'ear disorder', 'pyuria', 'candida infection', 'haematuria', 'bronchospasm', 'rhinitis', 'leukopenia', 'vulvovaginal candidiasis', 'developmental delay', 'angina pectoris', 'eye haemorrhage', 'pain', 'myalgia', 'mastitis', 'arrhythmia', 'visual impairment', 'hiccups', 'hypotension', 'skin ulcer', 'myasthenia', 'tongue disorder', 'infection', 'cough', 'dysphagia', 'eczema', 'hyperkinesia', 'colitis', 'influenza', 'congenital anomaly', 'neck pain', 'urinary tract infection', 'anxiety', 'tinnitus', 'salivation', 'body temperature decreased', 'lacrimal structural disorder', 'somnolence', 'breast pain', 'hypoglycaemia', 'tremor', 'lacrimation increased', 'paraesthesia', 'gingivitis', 'atrioventricular block', 'ear pain', 'eye disorder', 'flatulence', 'increased bronchial secretion', 'hyperbilirubinaemia', 'arthritis', 'decreased appetite', 'epistaxis', 'lacrimation', 'chest pain', 'menorrhagia', 'tenosynovitis', 'herpes simplex', 'tension', 'alopecia', 'eye pain', 'pneumonia', 'haemorrhage intracranial', 'laryngitis', 'cough increased', 'vomiting', 'increased appetite', 'shock', 'vaginal moniliasis', 'abnormal platelets', 'photosensitivity reaction', 'hypothermia', 'syncope vasovagal', 'stomatitis', 'dry skin', 'hyperhidrosis', 'oedema', 'erythema nodosum', 'dysuria', 'cramps of lower extremities', 'deafness', 'viral infection', 'gastritis', 'pharyngitis', 'white blood cell disorder', 'vaginal infection', 'dermatitis bullous', 'conjunctivitis', 'sputum increased', 'migraine', 'injury', 'bone disorder', 'urinary incontinence', 'vaginal inflammation', 'feeling abnormal', 'vulvovaginal mycotic infection', 'yawning', 'discomfort', 'syncope', 'accidental injury', 'cholelithiasis', 'muscular weakness', 'back pain', 'gastroenteritis', 'lacrimal disorder', 'bronchitis', 'eye irritation', 'hallucination, visual', 'dermatitis contact', 'salpingitis', 'diarrhoea', 'abdominal pain']",199
List mild moderate adverse events of pilocarpine,severity_filtered,pilocarpine,mild_moderate,"['bradycardia', 'tachycardia']",2
What mild side effects does pilocarpine cause?,severity_filtered,pilocarpine,mild,"['dizziness', 'pruritus', 'headache', 'vesiculobullous rash', 'constipation', 'rash', 'rash pustular', 'nausea', 'insomnia']",9
Show life threatening reactions to carboplatin,severity_filtered,carboplatin,life_threatening,"['anaphylactic shock', 'anaphylactoid reaction']",2
List severe adverse events of carboplatin,severity_filtered,carboplatin,severe,"['cardiac arrest', 'myocardial infarction']",2
List moderate severe adverse events of carboplatin,severity_filtered,carboplatin,moderate_severe,"['hepatotoxicity', 'nephrotoxicity']",2
Find all moderate toxicities of carboplatin,severity_filtered,carboplatin,moderate,"['hypersensitivity', 'diuresis', 'neutropenia', 'hearing impaired', 'hypomagnesaemia', 'renal failure acute', 'cardiac failure', 'dermatitis', 'injection site reaction', 'musculoskeletal discomfort', 'embolism', 'swelling', 'anorexia', 'hypocalcaemia', 'palmar erythema', 'blood urea increased', 'chills', 'dyspnoea', 'influenza like illness', 'dehydration', 'hypertension', 'acute coronary syndrome', 'peripheral sensory neuropathy', 'dysgeusia', 'hyponatraemia', 'wheezing', 'aspartate aminotransferase increased', 'leukaemia', 'blindness cortical', 'haemolytic uraemic syndrome', 'dermatitis exfoliative', 'liver function test abnormal', 'ill-defined disorder', 'vision blurred', 'serum creatinine increased', 'gastrointestinal pain', 'blood creatinine increased', 'visual disturbance', 'pancytopenia', 'rigors', 'neurological symptom', 'necrosis', 'body temperature increased', 'febrile neutropenia', 'cardiac disorder', 'hyporeflexia', 'tendon reflex decreased', 'erythema', 'thrombocytopenia', 'asthenia', 'myelodysplastic syndrome', 'arthralgia', 'redness', 'ischaemic coronary artery disorders', 'malnutrition', 'skin disorder', 'nephropathy toxic', 'angiopathy', 'haemoglobin', 'bronchospasm', 'leukopenia', 'angina pectoris', 'pain', 'myalgia', 'visual impairment', 'hypotension', 'drug interaction', 'renal impairment', 'ototoxicity', 'mucosal inflammation', 'infection', 'gastrointestinal tract irritation', 'paraesthesia oral', 'unspecified disorder of skin and subcutaneous tissue', 'tinnitus', 'unspecified visual loss', 'paraesthesia', 'gastrointestinal toxicity', 'eye disorder', 'perioral tingling', 'polyuria', 'kidney function abnormal', 'neuropathy peripheral', 'decreased appetite', 'haemorrhage', 'abdominal discomfort', 'blindness', 'alopecia', 'neoplasm malignant', 'blood alkaline phosphatase increased', 'vomiting', 'myocardial ischaemia', 'hypokalaemia', 'myelosuppression', 'cerebrovascular accident', 'stomatitis', 'phosphatase alkaline increased', 'urticaria', 'bone marrow depression', 'deafness', 'blood creatinine decreased', 'anaemia', 'blood bilirubin increased', 'extravasation', 'creatinine low', 'feeling abnormal', 'influenza-like symptoms', 'discomfort', 'connective tissue disorder', 'neurotoxicity', 'malaise', 'diarrhoea', 'renal function test abnormal', 'abdominal pain']",114
What mild moderate side effects does carboplatin cause?,severity_filtered,carboplatin,mild_moderate,['tachycardia'],1
