query,query_type,drug,ground_truth_side_effects,num_side_effects
What adverse events does betaine cause?,reverse,betaine,"['diarrhoea', 'mental disorder', 'nervous system disorder', 'hypermethioninaemia', 'brain oedema', 'sleep disturbance', 'abdominal discomfort', 'gastrointestinal disorder', 'distress gastrointestinal', 'nausea', 'agitation', 'bad taste', 'dysgeusia', 'homocystinuria', 'alopecia', 'personality disorder', 'urinary incontinence', 'edema cerebral', 'skin odour abnormal', 'decreased appetite', 'urethral disorder', 'skin disorder', 'headache', 'unspecified disorder of skin and subcutaneous tissue', 'urinary tract disorder', 'urticaria', 'aspiration', 'irritability', 'anorexia', 'glossitis', 'upset stomach', 'sleep disorder', 'malnutrition', 'vomiting', 'tooth disorder']",35
List all side effects of clonidine,reverse,clonidine,"['enuresis', 'withdrawal syndrome', 'somnolence', 'lacrimation decreased', 'gastrointestinal pain', 'malaise and fatigue', 'tremor', 'gastrointestinal disorder', 'cough', 'dermatitis', 'agitation', 'colonic pseudo-obstruction', 'paraesthesia', 'blanching', 'syncope', 'lower respiratory tract infection', 'arthralgia', 'weight increased', 'palpitations', 'hyperhidrosis', 'hallucinations, mixed', 'decreased appetite', 'liver function test abnormal', 'headache', 'angiopathy', 'pain in extremity', 'rash maculo-papular', 'irritability', 'sensitisation', 'ileus', 'anorexia', 'delusional perception', 'pruritus', 'electrocardiogram qt prolonged', 'sinus bradycardia', 'oropharyngeal discomfort', 'tinnitus', 'nasal congestion', 'rash macular', 'coombs test positive', 'oedema', 'shock', 'epistaxis', 'thirst', 'upper respiratory tract infection', 'diarrhoea', 'pain', 'instillation site pain', 'viral diarrhoea', 'paresthesia of limbs', 'discomfort', 'catheter related infection', 'mediastinal disorder', 'sleep disturbance', 'skin hyperpigmentation', 'vision blurred', 'anxiety', 'rhinorrhoea', 'cerebrovascular accident', 'breast enlargement', 'influenza like illness', 'alopecia', 'depression', 'dry throat', 'hallucination', 'parotitis', 'nasal dryness', 'papule', 'nodal arrhythmia', 'musculoskeletal discomfort', 'skin disorder', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'gynaecomastia', 'pollakiuria', 'application site pain', 'constipation', 'arrhythmia', 'intractable pain', 'delirium', 'fatigue', 'libido decreased', 'abnormal dreams', 'rhinitis', 'respiratory failure', 'crying', 'application site erythema', 'hypersensitivity', 'tearfulness', 'dysuria', 'nocturia', 'ill-defined disorder', 'vomiting', 'hyperaesthesia', 'device related infection', 'hepatitis', 'disturbance in sexual arousal', 'body temperature increased', 'lethargy', 'throat sore', 'rash generalised', 'asthma', 'localised numbness', 'cardiac disorder', 'asthenia', 'cramp muscle', 'muscle spasms', 'salivary gland pain', 'nausea', 'dry mouth', 'formication', 'emotional disorder', 'vivid dreams', 'strangury', 'aggression', 'accommodation disorder', 'application site discolouration', 'angioedema', 'loss of consciousness', 'eye disorder', 'application site rash', 'nightmare', 'loss of libido', 'dyspnoea', 'withdrawal hypertension', 'dizziness', 'blood glucose increased', 'oropharyngeal pain', 'skin ulcer', 'urticaria', 'application site erosion', 'cramps of lower extremities', 'nervousness', 'dry eye', 'breast disorder', 'dermatitis contact', 'abdominal pain', 'dental caries', 'insomnia', 'application site papules', 'atrioventricular block', 'sleep disorder', 'pallor', 'sweating', 'tachycardia', 'rebound hypertension', 'confusional state', 'mental disorder', 'bradyphrenia', 'nervous system disorder', 'sneezing', 'cardiac failure congestive', 'bradyarrhythmia', 'junctional bradycardia', 'urinary retention', 'tension', 'feeling abnormal', 'rash', 'infection', 'sick sinus syndrome', 'hypoaesthesia', 'chest pain', 'drowsiness', 'hypoxia', 'thrombocytopenia', 'erythema', 'meningitis', 'ear pain', 'bradycardia', 'orthostatic hypotension', 'urinary tract infection', 'erectile dysfunction', 'sexual dysfunction', 'malaise', 'otitis media acute', 'generalized macular rash', 'abnormal sleep-related event', 'abdominal pain upper', 'excoriation', 'hypoventilation', 'nasopharyngitis', 'sleep terror', 'auditory and visual hallucinations', 'application site burn', 'electrocardiogram abnormal', 'endocrine disorder']",186
What adverse events does gemeprost cause?,reverse,gemeprost,"['diarrhoea', 'body temperature increased', 'tachycardia', 'anaphylactic shock', 'nausea', 'muscular weakness', 'dysmenorrhoea', 'chest pain', 'abdominal pain lower', 'palpitations', 'chills', 'dyspnoea', 'headache', 'arteriospasm coronary', 'dizziness', 'surgery', 'hypotension', 'surgical intervention', 'vaginal haemorrhage', 'back pain', 'flushing', 'acute coronary syndrome', 'myocardial infarction', 'loose stools', 'uterine pain', 'vomiting']",26
What adverse events does degarelix cause?,reverse,degarelix,"['hyperglycaemia', 'gastrointestinal pain', 'abdominal discomfort', 'gastrointestinal disorder', 'dermatitis', 'phosphatase alkaline increased', 'electrocardiogram u wave present', 'hot flush', 'arthralgia', 'renal failure', 'weight increased', 'palpitations', 'hyperhidrosis', 'stiffness', 'micturition urgency', 'chills', 'decreased appetite', 'headache', 'induration', 'angiopathy', 'electrocardiogram change', 'genital discomfort', 'febrile neutropenia', 'weight decreased', 'renal impairment', 'pruritus', 'bone density decreased', 'hypertension', 'anaemia', 'diarrhoea', 'pain', 'anaphylactic shock', 'joint swelling', 'discomfort', 'testicular pain', 'mediastinal disorder', 'menopausal symptoms', 'vision blurred', 'mental retardation', 'influenza like illness', 'alopecia', 'immune system disorder', 'electrocardiogram u-wave abnormality', 'diabetes mellitus', 'depression', 'skin mass', 'pelvic pain', 'musculoskeletal discomfort', 'skin disorder', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'mental disability', 'gynaecomastia', 'pollakiuria', 'constipation', 'blood alkaline phosphatase increased', 'arrhythmia', 'fatigue', 'libido decreased', 'acute coronary syndrome', 'hypersensitivity', 'dysuria', 'nocturia', 'ill-defined disorder', 'vomiting', 'disturbance in sexual arousal', 'body temperature increased', 'administration site infection', 'bone disorder', 'cardiac disorder', 'asthenia', 'ejaculation failure', 'muscle spasms', 'nausea', 'injection site reaction', 'dry mouth', 'eye disorder', 'atrial fibrillation', 'breast pain', 'urethral disorder', 'blood bilirubin increased', 'dyspnoea', 'dizziness', 'inflammation', 'urticaria', 'breast disorder', 'abdominal pain', 'cardiac failure', 'hepatobiliary disease', 'myocardial infarction', 'insomnia', 'genital irritation', 'malnutrition', 'musculoskeletal stiffness', 'mental disorder', 'blood and lymphatic system disorders', 'nervous system disorder', 'abscess', 'feeling abnormal', 'muscular weakness', 'rash', 'incontinence', 'night sweats', 'swelling', 'hypoaesthesia', 'osteopenia', 'oedema peripheral', 'skin nodule', 'erythema', 'urinary tract infection', 'erectile dysfunction', 'malaise', 'urinary tract disorder', 'transaminases increased', 'back pain', 'testicular atrophy', 'musculoskeletal pain', 'osteoporosis', 'nodule']",119
What adverse events does carboplatin cause?,reverse,carboplatin,"['gastrointestinal pain', 'myalgia', 'abdominal discomfort', 'haemolytic uraemic syndrome', 'diuresis', 'dermatitis', 'hypokalaemia', 'phosphatase alkaline increased', 'perioral tingling', 'paraesthesia', 'neurological symptom', 'mucosal inflammation', 'cardiac arrest', 'arthralgia', 'chills', 'decreased appetite', 'liver function test abnormal', 'blindness cortical', 'tendon reflex decreased', 'serum creatinine increased', 'necrosis', 'angiopathy', 'gastrointestinal tract irritation', 'febrile neutropenia', 'neuropathy peripheral', 'renal impairment', 'neoplasm malignant', 'anorexia', 'pruritus', 'hypocalcaemia', 'blindness', 'tinnitus', 'visual impairment', 'hypertension', 'dysgeusia', 'anaemia', 'diarrhoea', 'pain', 'anaphylactic shock', 'discomfort', 'leukaemia', 'hypomagnesaemia', 'vision blurred', 'palmar erythema', 'pancytopenia', 'bone marrow depression', 'cerebrovascular accident', 'redness', 'influenza like illness', 'paraesthesia oral', 'gastrointestinal toxicity', 'alopecia', 'blood creatinine increased', 'polyuria', 'anaphylactoid reaction', 'influenza-like symptoms', 'musculoskeletal discomfort', 'bronchospasm', 'skin disorder', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'angina pectoris', 'haemoglobin', 'myocardial ischaemia', 'constipation', 'blood alkaline phosphatase increased', 'extravasation', 'fatigue', 'myelosuppression', 'kidney function abnormal', 'creatinine low', 'unspecified visual loss', 'acute coronary syndrome', 'hypersensitivity', 'neurotoxicity', 'hyponatraemia', 'blood urea increased', 'ill-defined disorder', 'blood creatinine decreased', 'vomiting', 'renal function test abnormal', 'body temperature increased', 'cardiac disorder', 'asthenia', 'nausea', 'injection site reaction', 'wheezing', 'aspartate aminotransferase increased', 'eye disorder', 'dehydration', 'embolism', 'hepatotoxicity', 'blood bilirubin increased', 'dyspnoea', 'nephropathy toxic', 'urticaria', 'haemorrhage', 'hearing impaired', 'myelodysplastic syndrome', 'hyporeflexia', 'abdominal pain', 'peripheral sensory neuropathy', 'cardiac failure', 'rash erythematous', 'ototoxicity', 'myocardial infarction', 'nausea alone', 'malnutrition', 'tachycardia', 'neutropenia', 'dermatitis exfoliative', 'leukopenia', 'feeling abnormal', 'rash', 'connective tissue disorder', 'nephrotoxicity', 'deafness', 'infection', 'swelling', 'rigors', 'renal failure acute', 'thrombocytopenia', 'erythema', 'ischaemic coronary artery disorders', 'stomatitis', 'malaise', 'drug interaction', 'visual disturbance']",128
What are the side effects of nepafenac?,reverse,nepafenac,"['vitreous detachment', 'nervous system disorder', 'ulcerative keratitis', 'lacrimation decreased', 'endophthalmitis', 'sinusitis', 'corneal thinning', 'gastrointestinal disorder', 'choroidal effusion', 'vision blurred', 'nausea', 'lacrimation increased', 'dry mouth', 'visual acuity reduced', 'polymenorrhoea', 'corneal oedema', 'cutis laxa', 'abnormal labour', 'eyelid disorder', 'eye pain', 'immune system disorder', 'corneal deposits', 'lacrimation', 'diabetes mellitus', 'foreign body sensation in eyes', 'intraocular pressure increased', 'eye disorder', 'corneal opacity', 'conjunctival hyperaemia', 'arthritis', 'cataract', 'pregnancy', 'bleeding time prolonged', 'skin disorder', 'headache', 'dizziness', 'dry eye syndrome', 'eye pruritus', 'photophobia', 'unspecified disorder of skin and subcutaneous tissue', 'scab', 'angiopathy', 'corneal scar', 'sensation of foreign body', 'punctate keratitis', 'corneal epithelium defect', 'eyelid margin crusting', 'teratogenicity', 'rheumatoid arthritis', 'dry eye', 'blood pressure increased', 'eye irritation', 'dermatochalasis', 'ocular hyperaemia', 'blepharitis', 'pruritus', 'conjunctivitis allergic', 'dermatitis atopic', 'conjunctival oedema', 'impaired healing', 'iritis', 'eye swelling', 'ocular discomfort', 'hypersensitivity', 'eye discharge', 'hypertension', 'keratitis', 'short period', 'vomiting']",69
What adverse events does montelukast cause?,reverse,montelukast,"['enuresis', 'somnolence', 'liver disorder', 'gastrointestinal pain', 'myalgia', 'otitis media', 'tremor', 'varicella', 'gastrointestinal disorder', 'cough', 'disturbance in attention', 'dermatitis', 'agitation', 'paraesthesia', 'arthralgia', 'contusion', 'foetor hepaticus', 'palpitations', 'eczema', 'neuropathy', 'headache', 'temper tantrum', 'irritability', 'neuropathy peripheral', 'acute bronchitis', 'pruritus', 'alanine aminotransferase increased', 'skin infection', 'oedema', 'otitis', 'hallucination, visual', 'stevens-johnson syndrome', 'epistaxis', 'thirst', 'upper respiratory tract infection', 'diarrhoea', 'pain', 'pancreatitis', 'anaphylactic shock', 'mediastinal disorder', 'anxiety', 'rhinorrhoea', 'jaundice', 'pharyngitis', 'ear infection', 'immune system disorder', 'hostility', 'hallucination', 'hepatocellular injury', 'leukocytoclastic vasculitis', 'musculoskeletal discomfort', 'skin disorder', 'pyuria', 'unspecified disorder of skin and subcutaneous tissue', 'memory impairment', 'fatigue', 'erythema nodosum', 'tonsillitis', 'haemorrhagic disorder', 'rhinitis', 'hepatitis cholestatic', 'liver injury', 'hypersensitivity', 'traumatic liver injury', 'vomiting', 'laryngitis', 'hepatitis', 'body temperature increased', 'pneumonia', 'asthma', 'bone disorder', 'myopia', 'pulmonary eosinophilia', 'cardiac disorder', 'asthenia', 'cramp muscle', 'muscle spasms', 'vasculitic rash', 'nausea', 'tracheobronchitis', 'convulsion', 'wheezing', 'dyspepsia', 'aspartate aminotransferase increased', 'erythema multiforme', 'aggression', 'angioedema', 'allergic granulomatous angiitis', 'urethral disorder', 'dizziness', 'abdominal injury', 'urticaria', 'somnambulism', 'suicide', 'conjunctivitis', 'abdominal pain', 'dermatitis atopic', 'hepatic infiltration eosinophilic', 'hepatobiliary disease', 'tooth infection', 'insomnia', 'suicidal behaviour', 'sleep disorder', 'influenza', 'mental disorder', 'gastroenteritis', 'blood and lymphatic system disorders', 'bleeding tendency', 'nervous system disorder', 'sinusitis', 'trauma', 'sinus headache', 'vasculitis', 'rash', 'connective tissue disorder', 'completed suicide', 'infection', 'hypoaesthesia', 'injury', 'drowsiness', 'eosinophilia', 'thrombocytopenia', 'ear pain', 'disorientation', 'suicide attempt', 'urinary tract disorder', 'viral infection', 'bronchitis', 'hyperkinesia', 'nasopharyngitis', 'toxic epidermal necrolysis', 'infestation nos', 'infestation']",133
Show me side effects associated with loratadine,reverse,loratadine,"['diarrhoea', 'vomiting', 'somnolence', 'lethargy', 'body temperature increased', 'nervous system disorder', 'pain', 'tachycardia', 'anaphylactic shock', 'gastrointestinal pain', 'myalgia', 'discomfort', 'asthenia', 'gastrointestinal disorder', 'cough', 'tension', 'ill-defined disorder', 'nausea', 'dermatitis', 'dry mouth', 'feeling abnormal', 'taste altered', 'agitation', 'rash', 'pharyngitis', 'salivary hypersecretion', 'dyspepsia', 'paraesthesia', 'syncope', 'alopecia', 'blister', 'cardiovascular disorder', 'immune system disorder', 'angioedema', 'chest pain', 'depression', 'loss of consciousness', 'nasal dryness', 'palpitations', 'drowsiness', 'nightmare', 'stomach ache', 'musculoskeletal discomfort', 'skin disorder', 'headache', 'dizziness', 'facial rash', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'malaise', 'pollakiuria', 'constipation', 'abdominal pain upper', 'arrhythmia', 'nervousness', 'viral infection', 'increased appetite', 'fatigue', 'drug interaction', 'abdominal pain', 'hyperkinesia', 'urine color abnormal', 'chromaturia', 'hepatobiliary disease', 'insomnia', 'tinnitus', 'dermatitis bullous', 'hypertension', 'menstruation delayed', 'shock', 'epistaxis', 'dysgeusia', 'gastritis']",73
What are the side effects of mthpc?,reverse,mthpc,"['injection site pain', 'thermal burn', 'blood and lymphatic system disorders', 'body temperature increased', 'nervous system disorder', 'pain', 'mouth ulceration', 'bone disorder', 'fistula', 'mediastinal disorder', 'vascular rupture', 'gastrointestinal disorder', 'local swelling', 'nausea', 'injection site reaction', 'pharyngitis', 'infection', 'blister', 'tongue oedema', 'skin exfoliation', 'airway obstruction nos', 'erythema', 'photosensitivity reaction', 'headache', 'dysphagia', 'dizziness', 'necrosis', 'unspecified disorder of skin and subcutaneous tissue', 'skin disorder', 'stomatitis', 'angiopathy', 'haemoglobin', 'sunburn', 'facial pain', 'constipation', 'localised infection', 'tongue disorder', 'haemorrhage', 'sepsis', 'burning sensation', 'stomatitis necrotising', 'face oedema', 'obstructive airways disorder', 'infestation nos', 'dermatitis bullous', 'infestation', 'skin necrosis', 'oedema', 'vomiting', 'anaemia', 'trismus']",51
List all side effects of nizatidine,reverse,nizatidine,"['diarrhoea', 'confusional state', 'hepatitis', 'vomiting', 'somnolence', 'disturbance in sexual arousal', 'body temperature increased', 'laryngeal oedema', 'pain', 'pneumonia', 'anaphylactic shock', 'gastrointestinal pain', 'dermatitis exfoliative', 'myalgia', 'sinusitis', 'asthenia', 'gastrointestinal disorder', 'cough', 'tension', 'nausea', 'blood uric acid increased', 'anxiety', 'feeling abnormal', 'dermatitis', 'jaundice', 'convulsion', 'rash', 'pharyngitis', 'vasculitis', 'dry mouth', 'hepatic enzyme increased', 'dyspepsia', 'tooth disorder', 'hyperuricaemia', 'infection', 'amblyopia', 'chest pain', 'hepatocellular injury', 'hyperhidrosis', 'eosinophilia', 'thrombocytopenia', 'decreased appetite', 'nephrolithiasis', 'musculoskeletal discomfort', 'bronchospasm', 'flatulence', 'dizziness', 'headache', 'erectile dysfunction', 'gynaecomastia', 'thrombocytopenic purpura', 'urticaria', 'constipation', 'irritability', 'nervousness', 'libido decreased', 'back pain', 'abnormal dreams', 'rhinitis', 'abdominal pain', 'anorexia', 'nasopharyngitis', 'pruritus', 'ventricular tachycardia', 'liver injury', 'gout', 'insomnia', 'nasal congestion', 'serum sickness', 'sweating', 'anaemia']",71
